entreprise,categorie,sous_categorie,ville,canton,adresse,postcode,telephone,email,site_web,latitude,longitude,source,osm_id,score_colixo,besoin_detecte,angle_commercial,message_prospection
Nicolas,vin,caviste,Cointrin,Vaud,,,,,,46.232438,6.112341,OpenStreetMap / Overpass,node/2946038618,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Nicolas, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
cotrable,vin,caviste,,Vaud,,,,,,46.5111386,6.4277935,OpenStreetMap / Overpass,node/3954886245,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, cotrable, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Le 20,vin,caviste,,Vaud,,,,,,46.5184293,6.6306253,OpenStreetMap / Overpass,node/4127553563,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Le 20, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Midi 20,vin,caviste,,Vaud,,,,,,46.5183021,6.6336039,OpenStreetMap / Overpass,node/4179198495,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Midi 20, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Globus,vin,caviste,Genève,Vaud,Avenue Louis-Casaï 27,1211,,,,46.2190177,6.1124084,OpenStreetMap / Overpass,node/4239450978,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Globus, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
PourMesVins,vin,caviste,,Vaud,,,,,,46.9292916,7.1195287,OpenStreetMap / Overpass,node/5224762535,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, PourMesVins, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Versant Est Élagage,vin,caviste,,Vaud,,,,,,46.7795531,6.3724669,OpenStreetMap / Overpass,node/5295583523,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Versant Est Élagage, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Saveurs de vigne,vin,caviste,,Vaud,,,,,,46.4814036,6.7770337,OpenStreetMap / Overpass,node/5403933627,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Saveurs de vigne, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cafe de la Place,vin,caviste,,Vaud,,,,,,46.493563,6.7164153,OpenStreetMap / Overpass,node/6008026285,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cafe de la Place, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Le verre gourmand,vin,caviste,,Vaud,,,,,,46.4914269,6.7478448,OpenStreetMap / Overpass,node/6512978586,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Le verre gourmand, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Natürlich Wein,vin,caviste,,Vaud,,,,,,46.9285003,7.1160349,OpenStreetMap / Overpass,node/7252936247,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Natürlich Wein, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Vini & Vini,vin,caviste,Pully,Vaud,Chemin du Pré-de-la-Tour,1009,,,,46.5113277,6.6607653,OpenStreetMap / Overpass,node/10779429843,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Vini & Vini, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Signor Vino,vin,caviste,,Vaud,,,,,,46.8003487,7.1525601,OpenStreetMap / Overpass,node/11494497194,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Signor Vino, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Chez Bacchus,vin,caviste,,Vaud,,,,,,46.201992,6.153063,OpenStreetMap / Overpass,node/2475480712,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Chez Bacchus, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Nino,vin,caviste,,Vaud,,,,,,46.2126998,6.1484452,OpenStreetMap / Overpass,node/13097750454,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Nino, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Au Bonheur du Vin,vin,caviste,,Vaud,,,,,,46.2222004,6.0727865,OpenStreetMap / Overpass,node/13249780165,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Au Bonheur du Vin, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Trallala,vin,caviste,Bern,Fribourg,Philosophenweg 5,3007,,,,46.9420189,7.4315957,OpenStreetMap / Overpass,node/663576541,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Trallala, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Gemeindekeller,vin,caviste,,Fribourg,,,,,,47.0439922,7.0964036,OpenStreetMap / Overpass,node/4421615892,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Gemeindekeller, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cultivino,vin,caviste,,Fribourg,,,,,,46.9348863,7.4155594,OpenStreetMap / Overpass,node/4784438481,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cultivino, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Giauque Weinbau,vin,caviste,,Neuchatel,,,,,,47.0833421,7.134251,OpenStreetMap / Overpass,node/6440847190,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Giauque Weinbau, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Weinbau Bourquin,vin,caviste,,Neuchatel,,,,,,47.0925611,7.1421182,OpenStreetMap / Overpass,node/10537515246,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Weinbau Bourquin, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
